latitude,longitude,location_id
12.934872076,77.589522443,310
12.882125687,77.629631006,311
12.937678655,77.580176652,312
12.882185495,77.578209575,313
12.932186021,77.604147207,314
12.879576527,77.607314806,315
12.940810927,77.554266305,316
12.874332392,77.583663379,317
12.906513643,77.593969316,318
12.913542296,77.589270483,319
12.934425201,77.636478725,320
12.852174573,77.631742817,321
12.890270152,77.565836959,322
12.906458097,77.629921647,323
12.865677659,77.574558399,324
12.949349747,77.587966281,325
12.936657199,77.648468661,326
12.895093691,77.577401548,327
12.913461884,77.577806739,328
12.883884469,77.603463512,329
12.904726931,77.619714746,330
12.878712757,77.59803291,331
12.941739947,77.602622397,332
12.910021044,77.612555907,333
12.938240299,77.611798868,334
12.893271707,77.622966238,335
12.900564348,77.600796383,336
12.944475163,77.600491555,337
12.887474388,77.5697807,338
12.922926531,77.595904953,339
12.850887055,77.617894105,340
12.892002767,77.608906933,341
12.939294787,77.563537144,342
12.874592529,77.62845011,343
12.866943167,77.584053149,344
12.939410359,77.625672516,345
12.893720498,77.550580275,346
12.909910851,77.6423352,347
12.944280956,77.635359573,348
12.882320648,77.645293899,349
12.866651688,77.630847713,350
12.89373298,77.575977541,351
12.914364169,77.620888289,352
12.879398399,77.553122315,353
12.885782461,77.570444009,354
12.905188349,77.60401074,355
12.935585332,77.625859633,356
12.879823311000001,77.620753368,357
12.87076517,77.568710384,358
12.949647766,77.644582286,359
12.901595848,77.550292657,360
12.914948256,77.647560532,361
12.890535524,77.623156335,362
12.897150558,77.614159251,363
12.900524093,77.649757946,364
12.859291921,77.619632643,365
12.916717893,77.582905323,366
12.947326233,77.582818377,367
12.92896815,77.582320266,368
12.876675048,77.60762801,369
12.89589309,77.591830748,370
12.875510597,77.584342128,371
12.874755336,77.552510536,372
12.938300037,77.637997619,373
12.901229776,77.58310293,374
12.914634722,77.576149689,375
12.920693537,77.604191127000007,376
12.900974072,77.602988182,377
12.90170948,77.608693041,378
12.931323828,77.598208573,379
12.895951813,77.639979014,380
12.883517485,77.645423546,381
12.901670938,77.644822245,382
12.883640604,77.557953266,383
12.891743504,77.586991462,384
12.930993688,77.582609098,385
12.908608933,77.550839169,386
12.874751124,77.623781717,387
12.91681791,77.619072319,388
12.91367752,77.611123826,389
12.940438864,77.600670917,390
12.938159345,77.575123179,391
12.912098321,77.604536829,392
12.920231607,77.631406652,393
12.895209468,77.591440399,394
12.948686482,77.560064119,395
12.88260128,77.604925642,396
12.929057237,77.577284265,397
12.924217773,77.553992695,398
12.859188871,77.574233303,399
12.941563669,77.619500123,400
12.875240038,77.59688161,401
12.910626092,77.633947216,402
12.911432906,77.6116154,403
12.864303965,77.638888541,404
12.862180239,77.576076208999993,405
12.93038117,77.578824191,406
12.901643501,77.634615102,407
12.888389223,77.648591263,408
12.909053456,77.617155471,409
12.92730485,77.630980933,410
12.872680856,77.595764188,411
12.865702157,77.572404483,412
12.850015573,77.596283766,413
12.902849136,77.562567209,414
12.857416838,77.613574565,415
12.937876934,77.629135268,416
12.917170636,77.558749473,417
12.920509025,77.642933712,418
12.946894946,77.629271381,419
12.910435007,77.58572093,420
12.90170285,77.555428146,421
12.945245972,77.639318697,422
12.926097719,77.594484551,423
12.859375189,77.64014292,424
12.944648579,77.572312069,425
12.894068353,77.571125229,426
12.887053768,77.587605816,427
12.892146933,77.619573377,428
12.920480558,77.563391405,429
12.870953416,77.617304971,430
12.869673185,77.642319906,431
12.862773698,77.573387153,432
12.910386954,77.574221594,433
12.874362299,77.575134291,434
12.943548404,77.554707069,435
12.934549605,77.590918273,436
12.938557105,77.601105701,437
12.878615401,77.601272922,438
12.897307551,77.577330536,439
12.932742816,77.577784053,440
12.932417365,77.62567807,441
12.870371006,77.618004328,442
12.874465138,77.61558866,443
12.901136856,77.593798107,444
12.91990738,77.614257688,445
12.861952366,77.617311813,446
12.8905908,77.615528099,447
12.867981784,77.614859773,448
12.865942359,77.574471368,449
12.872634258,77.617462201,450
12.945106134,77.600814334,451
12.899539766,77.624265745,452
12.947075209,77.555635426,453
12.891556596,77.595472724,454
12.878768057,77.623389487,455
12.850307894,77.568364444,456
12.914988514,77.590546721,457
12.943118937,77.594665154,458
12.858712396,77.644804416,459
12.889601873,77.593655414,460
12.885201441,77.632641976,461
12.938750085,77.589414995,462
12.89525162,77.563885155,463
12.914017026,77.583555518,464
12.898300023,77.563549417,465
12.880923079,77.625363932,466
12.892973207,77.583913705,467
12.902349937,77.600311468,468
12.914192665,77.567121125,469
12.921246115,77.592908746,470
12.923819564,77.586620813,471
12.949370207,77.57581525,472
12.90048158,77.558266107,473
12.889004395,77.551711451,474
12.872148987,77.600835647,475
12.926056673,77.641066338,476
12.908521503,77.625347588,477
12.892202482,77.600569509,478
12.908189706,77.629806029,479
12.885561134,77.565992247,480
12.908682723,77.581390624,481
12.936010294,77.603640574,482
12.896866911,77.59500154,483
12.876266147,77.575641998,484
12.901326086,77.566887923,485
12.895666355,77.580892045,486
12.856338565,77.611476082,487
12.940449716,77.554222319,488
12.929222661,77.613271746,489
12.851843455,77.649726786,490
12.896624136,77.644672044,491
12.908389793,77.644280829,492
12.861838271,77.553354903,493
12.949284043,77.554087085,494
12.925023728,77.58435626,495
12.883123697,77.575475413,496
12.853467692,77.624287931,497
12.893467424,77.576412644,498
12.937275328,77.593847041,499
12.87257567,77.635636349,500
12.871722633,77.583335852,501
12.908598748,77.647798956,502
12.931402846,77.594253482,503
12.867557942,77.558102964,504
12.878701216,77.553657524,505
12.889834473,77.578113875,506
12.882090709,77.615036208,507
12.872834694,77.576358767,508
12.89637177,77.607128365,509
12.914741841,77.611432266,510
12.936895733,77.626512178,511
12.873681999,77.630490527,512
12.900791348,77.643971782,513
12.899469221,77.553567542,514
12.942768305,77.558570283,515
12.913456593,77.610232199,516
12.895068236,77.586479176,517
12.865072115,77.559303132,518
12.930302872,77.617082996,519
12.875079703,77.57366616,520
12.945950642,77.649927828,521
12.934102753,77.554585757,522
12.875452058,77.581039128,523
12.879708706,77.555119511,524
12.892028728,77.563818238,525
12.873989767,77.603468264,526
12.871845373,77.594478518,527
12.863979726,77.644938334,528
12.907968374,77.594860094,529
12.892617158,77.596538064,530
12.897068844,77.593728732,531
12.860584249,77.6416661,532
12.93585154,77.60507471,533
12.928604747,77.556437001,534
12.903442317,77.635992515,535
12.896177724,77.568228851,536
12.852584563,77.631398137,537
12.897716318,77.648420099,538
12.851420097,77.63139734,539
12.889227167,77.586457092,540
12.876057465,77.560247998,541
12.937276236,77.578951464,542
12.876186469,77.601211084,543
12.878120578,77.551572555,544
12.892696974,77.550612153,545
12.899549668,77.5689191,546
12.927236831,77.641759706,547
12.909225249,77.618697274,548
12.886260388,77.557983966,549
12.939685578,77.615841871,550
12.938168052,77.64251218,551
12.926742568,77.565032991,552
12.945196585,77.621186303,553
12.859917148,77.578713153,554
12.857080381,77.640693023,555
12.863651567,77.585201782,556
12.937598816,77.596509999,557
12.941026828,77.61054491,558
12.854189737,77.592066225,559
12.918215985,77.576587487,560
12.916904839,77.630502558,561
12.919798235,77.587889931,562
12.940762686,77.559254866,563
12.941148554,77.649479243,564
12.868880133,77.555303699,565
12.8647083,77.567321368,566
12.863092053,77.611381918,567
12.945914503,77.558420094,568
12.866796752,77.646106146,569
12.850872602,77.590133951,570
12.892547615,77.581848462,571
12.926281681,77.589096406,572
12.866893689,77.595056736,573
12.935891443,77.588801226,574
12.924609342,77.628614664,575
12.852079835,77.553920959,576
12.948308593,77.595983665,577
12.879599859,77.634720101,578
12.907427033,77.575436983,579
12.932575437,77.575246972,580
12.916967723,77.637786428,581
12.908284011,77.563903945,582
12.867005302,77.647794521,583
12.917529683,77.648242279,584
12.873110137,77.55794593,585
12.853675306,77.648117428,586
12.931754264,77.596950355,587
12.891688668,77.633613926,588
12.91528928,77.61499037,589
12.85281317,77.576722912,590
12.893603948,77.590760663,591
12.861363614,77.624728472,592
12.945262057,77.583417329,593
12.940107189,77.579778524,594
12.920591967,77.617513816,595
12.904553645,77.555631027,596
12.922163895,77.584171492,597
12.91793794,77.594656877,598
12.877963532,77.630714978,599
12.870434298,77.578084317,600
12.889564057,77.632584841,601
12.886273087,77.576313151,602
12.85243241,77.640318369,603
12.927993059,77.571697707,604
12.897915986,77.589788147,605
12.90389781,77.621937837,606
12.89711622,77.571862603,607
12.921921944,77.649043388,608
12.899222572,77.629998351,609
12.894072986,77.559032422,610
12.902848779,77.602154158,611
12.918097713,77.580663902,612
12.9281989,77.574312595,613
12.852828101,77.586128181,614
12.873961668,77.619030644,615
12.889847168,77.603721358,616
12.856789179,77.620273909,617
12.92260241,77.642436262,618
12.86986391,77.582282848,619
12.896786518,77.626378465,620
12.907901625,77.630346368,621
12.924751414,77.583197641,622
12.925836396,77.63312245,623
12.863548945,77.580641372,624
12.918659413,77.57252952,625
12.946226308,77.642744661,626
12.906388929,77.646104754,627
12.908626305,77.603314386,628
12.890103065,77.636756899,629
12.854689648,77.628336429,630
12.918929155,77.569850677,631
12.898136104,77.614286178,632
12.90098296,77.592436491,633
12.879352454,77.628976373,634
12.941296119,77.598730145,635
12.889631387,77.591356419,636
12.865511149,77.599950843,637
12.900435495,77.632327385,638
12.92803089,77.559101721,639
12.93411913,77.592685177,640
12.895126483,77.608761392,641
12.918938457,77.59221855,642
12.870767726,77.570312091,643
12.895347899,77.583521853,644
12.859441399,77.580790405,645
12.874010093,77.603317395,646
12.900975041,77.643419525,647
12.91233403,77.620010479,648
12.89516307,77.552890269,649
12.866732932,77.64032096,650
12.884191186,77.628609689,651
12.917026871,77.626734157,652
12.926949684,77.551443049,653
12.876155596,77.611313799,654
12.921232174,77.629923029,655
12.907460717,77.63882069,656
12.9182591,77.569359857,657
12.877402915,77.632084053,658
12.90250635,77.625244992,659
12.929676095,77.577280211,660
12.92701793,77.615621608,661
12.932213936,77.574898508,662
12.932424287,77.610386894,663
12.852297822,77.565086103,664
12.896280052,77.60567274,665
12.928876988,77.639755497,666
12.920423523,77.59605888,667
12.866024243,77.589065189,668
12.913512066,77.59879632,669
12.883154454,77.554428353,670
12.899099072,77.585980091,671
12.889824158,77.551266018,672
12.855463527,77.567192315,673
12.945996071,77.585091732,674
12.888720696,77.595573985,675
12.851113102,77.59874563,676
12.888485599,77.572765373,677
12.943617097,77.579877084,678
12.942248906,77.630610899,679
12.91856938,77.63416281,680
12.941234216,77.581741675,681
12.8525384,77.636432522,682
12.877370657,77.643534228,683
12.888256205,77.619918422,684
12.91539795,77.638792988,685
12.878506778,77.584695201,686
12.896287089,77.645657365,687
12.890095276,77.608333381,688
12.857008862,77.599688,689
12.926690352,77.597907985,690
12.869099219,77.556995073,691
12.88603187,77.604667802,692
12.911647911,77.618002929,693
12.90484549,77.604192353,694
12.940137085,77.596803074,695
12.872324242,77.562675157,696
12.925066162,77.599886001,697
12.873607592,77.550997416,698
12.922219961,77.615891938,699
12.889366553,77.644283956,700
12.901279295,77.621261286,701
12.875838775,77.583254226,702
12.906776295,77.59330653,703
12.856550506,77.5611664,704
12.936011277,77.566697113,705
12.900416202,77.599660528,706
12.931858599,77.596553588,707
12.890361831,77.594375023,708
12.862778138,77.602730768,709
12.915704214,77.609033652,710
12.861845111,77.648966902,711
12.922789457,77.601205833,712
12.941372545,77.618195073,713
12.933411595,77.56728217,714
12.941567019,77.578627493,715
12.881040131,77.601680261,716
12.896255108,77.621311492,717
12.927750188,77.616990206,718
12.868774416,77.590451266,719
12.853156216,77.576714296,720
12.858606695,77.642701186,721
12.914385821,77.640814224,722
12.896778125,77.627118765,723
12.88264521,77.632828613,724
12.910358099,77.643337919,725
12.857440445,77.646827428,726
12.922316958,77.588618185,727
12.866099461,77.627635267,728
12.923117333,77.562047251,729
12.870154398,77.617984125,730
12.918771729,77.575388497,731
12.925720104,77.58439948,732
12.892023046,77.55733245,733
12.890210993,77.599992779,734
12.865348381,77.571416184,735
12.930653658,77.627520491,736
12.852671583,77.632638416,737
12.901156092,77.553794445,738
12.854749807,77.621811904,739
12.891975014,77.619324677,740
12.87164478,77.635129148,741
12.904427456,77.62866005,742
12.888024496,77.550973233,743
12.918412025,77.590574351,744
12.900356711,77.622054759,745
12.915538273,77.590215015,746
12.861796229,77.637554333,747
12.944550426,77.616616286,748
12.932771417,77.572155993,749
12.901064705,77.5994734,750
12.929645332,77.603850386,751
12.875648759,77.633490462,752
12.906944448,77.553984692,753
12.860735323,77.570236911,754
12.897951641,77.638085281,755
12.922888159,77.556420062,756
12.890410639,77.627116992,757
12.860303032,77.584319936,758
12.917993212,77.568537571,759
12.94139709,77.625690938,760
12.850730735,77.569581986,761
12.889926266,77.585420929,762
12.852469937,77.643253759,763
12.921302258,77.603498828,764
12.920184769,77.573179074,765
12.887150966,77.612949503,766
12.850639396,77.561125625,767
12.948434337,77.55489914,768
12.937832476,77.57461988,769
12.872978291,77.577099281,770
12.936182667,77.584209687,771
12.864045405,77.639793489,772
12.851135259,77.565698869,773
12.944381191,77.562537852,774
12.928460498,77.590237607,775
12.872401873,77.571221718,776
12.926342993,77.582919505,777
12.890164118,77.573173536,778
12.886654779,77.630530655,779
12.886818002,77.637914503,780
12.940225644,77.552416649,781
12.867719749,77.613725542,782
12.89212677,77.556056569,783
12.86363159,77.562047203,784
12.941968277,77.555530072,785
12.914018534,77.633366769,786
12.870511143,77.638235321,787
12.943393086,77.582513434,788
12.936593376,77.619115417,789
12.904254326,77.631484784,790
12.853873661,77.590055866,791
12.886037139,77.58679785,792
12.94750626,77.635726642,793
12.916157726,77.631868211,794
12.89126892,77.618621234,795
12.941044939,77.607499321,796
12.865767563,77.602280367,797
12.949080912,77.552906485,798
12.883482221,77.647042526,799
12.918283214,77.564477089,800
12.900280648,77.62978137,801
12.894115346,77.560720364,802
12.906678259,77.599289905,803
12.904981575,77.584287445,804
12.910558499,77.572771143,805
12.910187065,77.561841057,806
12.880593839,77.612890791,807
12.870938265,77.555080552,808
12.904917298,77.550251349,809
12.936204667,77.596325057,810
12.916066277,77.626110632,811
12.877244365,77.587053225,812
12.876077607,77.609719438,813
12.918661401,77.602667315,814
12.911078926,77.560051976,815
12.874644583,77.585272058,816
12.874387506,77.564241224,817
12.90320377,77.570102845,818
12.885684613,77.643650646,819
12.859075264,77.594225835,820
12.869797091,77.61181579,821
12.85317123,77.641924714,822
12.90649355,77.647067233,823
12.911156031,77.621538316,824
12.894324269,77.616997084,825
12.879340216,77.622572557,826
12.936547112,77.649253737,827
12.928738643,77.579320458,828
12.939364807,77.555854372,829
12.922805186,77.619214392,830
12.895935609,77.575122925,831
12.939530552,77.601636374,832
12.862705152,77.647930779,833
12.912901956,77.550147391,834
12.917531477,77.643968108,835
12.859594603,77.609239366,836
12.860496522,77.626920865,837
12.947034925,77.647382514,838
12.942894557,77.589802211,839
12.894595641,77.620844974,840
12.87797592,77.612048164,841
12.902816605,77.591480038,842
12.857598088,77.55991956,843
12.904103812,77.559313243,844
12.871572171,77.620987072,845
12.873469514,77.57825858,846
12.8516846,77.556656786,847
12.939985712,77.590032366,848
12.916516017,77.646627036,849
12.91622976,77.600654618,850
12.863581822,77.643656466,851
12.85640471,77.639954882,852
12.94301471,77.563713715,853
12.909675437,77.573557911,854
12.923112013,77.598705018,855
12.936675983,77.580099092,856
12.899524702,77.577186504,857
12.90613838,77.566896857,858
12.910139546,77.550779182,859
12.866642133,77.626423147,860
12.914744082,77.618499645,861
12.930987621,77.611630239,862
12.883615808,77.551656297,863
12.936204184,77.579539465,864
12.9129961,77.583202762,865
12.935154943,77.57171101,866
12.9146937,77.56885273,867
12.948532886,77.59515024,868
12.94194858,77.585381018,869
12.852959506,77.566442557,870
12.919266018,77.574667396,871
12.879457378,77.576043268,872
12.944869971,77.604852587,873
12.891782432,77.596716635,874
12.874766767,77.566652127,875
12.919064467,77.642910137,876
12.869214332,77.627555131,877
12.881983026,77.64989086,878
12.900588798,77.577926116,879
12.902238561,77.623282268,880
12.905657071,77.593476445,881
12.902518896,77.599057368,882
12.939643655,77.555543295,883
12.86317939,77.569555548,884
12.949067167,77.561069718,885
12.853164955,77.641369966,886
12.860367133,77.559622265,887
12.943481958,77.592127562,888
12.926310461,77.57832112,889
12.896248733,77.560147636,890
12.910581297,77.5864199,891
12.902678515,77.561379924,892
12.880386988,77.62829599,893
12.897187804,77.567097526,894
12.928489468,77.62177528,895
12.891506096,77.617607652,896
12.87699787,77.582044015,897
12.932718799,77.577750238,898
12.906339594,77.559973289,899
12.907508685,77.573497633,900
12.949868531,77.610046435,901
12.87111233,77.647875593,902
12.857623524,77.631212335,903
12.897458141,77.634093971,904
12.917379833,77.62668408,905
12.909960597,77.602605991,906
12.92071565,77.550506113,907
12.886232885,77.591250437,908
12.929536214,77.648791032,909
12.865546058,77.64772917,910
12.868920733,77.622995162,911
12.937067352,77.608150729,912
12.940316444,77.587067509,913
12.924446837,77.554102595,914
12.923543461,77.602630538,915
12.931039853,77.59588011,916
12.949766189,77.583502198,917
12.881207048,77.550700203,918
12.855140951,77.584848423,919
12.912795798,77.604040678,920
12.902789373,77.584270576,921
12.875630779,77.630292032,922
12.940153526,77.559445561,923
12.863565864,77.569994462,924
12.891438778,77.55517325,925
12.894528162,77.601499123,926
12.86716744,77.58503984,927
12.873654323,77.586124968,928
12.850233417,77.581743105,929
12.906411978,77.60448972,930
12.86787237,77.628937174,931
12.868339095,77.56767306,932
12.938857465,77.595423624,933
12.920377512,77.606136621,934
12.910115878,77.557732043,935
12.895109605,77.584151175,936
12.881731334,77.591114695,937
12.903254779,77.589139083,938
12.89102624,77.601330823,939
12.878675268,77.577611777,940
12.922477158,77.600137779,941
12.933222986,77.576157434,942
12.926888836,77.598400599,943
12.879988753,77.628512204,944
12.909447592,77.60094014,945
12.919690126,77.589197424,946
12.924258189,77.555050931,947
12.911916278,77.581082726,948
12.889492668,77.634379918,949
12.9235376,77.590925587,950
12.94856877,77.64721176,951
12.932109616,77.597186574,952
12.872160689,77.573848578,953
12.899481687,77.61735826,954
12.873660237,77.613570563,955
12.932688083,77.624942457,956
12.931880755,77.641968305,957
12.913708075,77.56922201,958
12.872736255,77.572542185,959
12.90425067,77.639735784,960
12.920106159,77.623142685,961
12.862213626,77.63129644,962
12.903114413,77.57119016,963
12.943703637,77.641019508,964
12.924209204,77.627680716,965
12.906403466,77.646940426,966
12.91521296,77.607929445,967
12.872056779,77.63722093,968
12.932407718,77.648615134,969
12.918099982,77.559593815,970
12.866548332,77.587130388,971
12.882444607,77.60020543,972
12.923884533,77.566202627,973
12.936622571,77.562181019,974
12.885112786,77.577325411,975
12.935712649,77.582145401,976
12.8741848,77.556918672,977
12.85186289,77.594692238,978
12.868860838,77.631073331,979
12.917168682,77.598483144,980
12.856059044,77.649469742,981
12.863002438,77.607429615,982
12.885873889,77.627826211,983
12.938459218,77.589194227,984
12.862951744,77.555322402,985
12.904588086,77.605467251,986
12.940144812,77.619085655,987
12.857075794,77.588133852,988
12.867981303,77.589653123,989
12.946930382,77.618776469,990
12.931767751,77.58062701,991
12.89868451,77.608234024,992
12.939066766,77.610241154,993
12.850991844,77.609788862,994
12.930296841,77.602598852,995
12.886438548,77.594078317,996
12.894569296,77.611274073,997
